"Unnamed..0","GAD1","GAD2","GAD3","GAD4","GAD5","GAD6","GAD7","GADE","SWL1","SWL2","SWL3","SWL4","SWL5","Game","Platform","Hours","whyplay","streams","SPIN1","SPIN2","SPIN3","SPIN4","SPIN5","SPIN6","SPIN7","SPIN8","SPIN9","SPIN10","SPIN11","SPIN12","SPIN13","SPIN14","SPIN15","SPIN16","SPIN17","Narcissism","Gender","Age","Work","Degree","Birthplace","Residence","Playstyle","GAD_T","SWL_T","Residence_ISO3","Birthplace_ISO3"
1441,2,2,2,2,1,1,2,"Somewhat difficult",3,5,5,4,2,"League of Legends","PC",20,"Fun",12,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"Male",24,"Student","Masters","USA","USA","Multiplayer",12,19,"USA","USA"
1442,3,3,3,2,1,1,3,"Extremely difficult",1,2,1,1,1,"League of Legends","PC",60,"Competition",10,2,3,4,4,3,4,2,4,4,3,4,2,0,4,4,1,1,1,"Male",23,"Unemployed","High School","Poland","Poland","Multiplayer",16,6,"POL","POL"
1443,0,0,0,0,0,0,0,"Unspecified",7,7,7,7,7,"League of Legends","PC",25,"Fun",10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,"Male",20,"Student","High School","Serbia","Serbia","Multiplayer",0,35,"SRB","SRB"
1444,1,1,0,0,0,1,0,"Somewhat difficult",6,6,7,5,7,"League of Legends","PC",10,"Competition",3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,"Male",18,"Student","High School","Bangladesh","Sweden","Multiplayer",3,31,"SWE","BGD"
1446,0,0,0,0,0,0,0,"Unspecified",3,4,5,2,3,"League of Legends","PC",14,"Competition",3,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,"Male",18,"Student","High School","UK","UK","Multiplayer",0,17,"GBR","GBR"
1447,0,0,0,1,0,0,1,"Not difficult at all",6,2,6,6,4,"League of Legends","PC",35,"Fun",5,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,"Male",18,"Student","None","Hungary","Hungary","Multiplayer",2,24,"HUN","HUN"
1448,0,0,0,1,0,2,0,"Somewhat difficult",2,4,3,1,1,"League of Legends","PC",16,"Fun",20,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,2,"Male",20,"Student","High School","UK","UK","Multiplayer",3,11,"GBR","GBR"
1449,0,0,0,0,0,0,0,"Unspecified",5,5,5,3,2,"League of Legends","PC",7,"Fun",10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,"Male",23,"Student","Bachelors","USA","USA","Multiplayer",0,20,"USA","USA"
1450,1,1,1,0,0,1,0,"Not difficult at all",5,4,6,6,6,"League of Legends","PC",20,"Fun",10,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,4,"Male",24,"Unemployed","Bachelors","Norway","Netherlands","Multiplayer",4,27,"NLD","NOR"
1451,2,2,2,1,0,1,2,"Somewhat difficult",2,5,3,2,1,"League of Legends","PC",10,"Fun",3,1,0,2,1,3,4,0,1,0,1,1,2,1,2,3,1,1,2,"Male",24,"Employed","Bachelors","Romania","Romania","Multiplayer",10,13,"ROU","ROU"
1452,0,0,0,0,0,0,0,"Not difficult at all",4,4,4,4,4,"League of Legends","PC",10,"Competition",6,0,0,3,0,0,0,0,2,1,1,1,0,0,0,1,0,0,2,"Male",18,"Student","None","USA","USA","Multiplayer",0,20,"USA","USA"
1453,1,0,0,0,0,0,1,"Somewhat difficult",5,6,4,5,4,"League of Legends","PC",65,"Competition",20,1,3,4,4,4,4,3,3,3,3,4,4,1,4,2,0,1,2,"Female",20,"Student","High School","Poland","Poland","Multiplayer",2,24,"POL","POL"
1454,1,1,1,1,0,1,0,"Somewhat difficult",1,6,4,1,2,"League of Legends","PC",5,"Fun",10,0,1,2,2,1,3,3,3,4,1,2,0,0,3,2,2,2,2,"Male",18,"Student","High School","UK","UK","Multiplayer",5,14,"GBR","GBR"
1455,0,0,0,1,0,1,0,"Not difficult at all",6,6,6,7,5,"League of Legends","PC",15,"Competition",0,1,2,0,1,1,0,0,0,1,0,2,0,0,0,0,1,0,1,"Male",29,"Student","Bachelors","USA","USA","Multiplayer",2,30,"USA","USA"
1456,0,0,0,0,0,1,0,"Not difficult at all",2,2,4,2,2,"League of Legends","PC",60,"Competition",15,0,2,0,1,1,1,1,1,2,1,4,2,0,1,1,0,1,2,"Male",21,"Student","High School","Iceland","Norway","Multiplayer",1,12,"NOR","ISL"
1457,3,3,3,2,3,3,3,"Somewhat difficult",4,2,2,5,1,"League of Legends","PC",4,"Fun",10,1,1,1,0,1,0,0,1,2,0,0,1,2,1,0,2,1,3,"Male",28,"Employed","Bachelors","Portugal","UK","Multiplayer",20,14,"GBR","PRT"
1458,0,0,0,0,0,0,0,"Not difficult at all",6,6,6,6,5,"League of Legends","PC",18,"Fun",5,1,1,1,0,1,1,1,2,1,1,1,2,1,1,4,0,1,1,"Male",21,"Employed","High School","Germany","Germany","Multiplayer",0,29,"DEU","DEU"
1459,2,0,0,2,1,1,1,"Very difficult",2,6,1,3,4,"League of Legends","PC",21,"Competition",8,0,1,0,1,4,1,0,0,0,0,0,3,0,0,0,0,0,2,"Male",23,"Employed","Bachelors","USA","USA","Multiplayer",7,16,"USA","USA"
1460,3,0,1,1,0,0,0,"Not difficult at all",4,5,4,5,6,"Starcraft 2","PC",4,"Competition",12,0,1,0,1,1,1,2,1,0,0,1,0,0,0,1,0,2,2,"Male",23,"Student","Bachelors","USA","USA","Multiplayer",5,24,"USA","USA"
1461,0,0,1,0,0,1,0,"Somewhat difficult",2,4,3,3,2,"League of Legends","PC",30,"Competition",5,1,1,1,2,1,1,0,3,3,1,2,1,0,2,2,1,0,1,"Male",23,"Employed","High School","Canada","Canada","Multiplayer",2,14,"CAN","CAN"
1462,1,0,0,0,0,0,1,"Not difficult at all",5,4,5,3,2,"League of Legends","PC",20,"Fun",5,2,2,2,3,3,3,3,1,2,2,2,1,1,2,1,1,2,2,"Male",19,"Student","High School","UK","UK","Multiplayer",2,19,"GBR","GBR"
1463,0,0,0,0,1,0,0,"Not difficult at all",7,7,7,7,5,"League of Legends","PC",5,"Fun",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Male",24,"Employed","Bachelors","Denmark","Denmark","Multiplayer",1,33,"DNK","DNK"
1464,0,0,0,0,0,0,1,"Not difficult at all",2,3,3,2,1,"League of Legends","PC",20,"Competition",15,0,0,1,3,2,2,0,2,3,0,3,2,0,2,1,0,0,1,"Male",22,"Student","High School","USA","USA","Multiplayer",1,11,"USA","USA"
1465,0,1,1,0,0,1,1,"Not difficult at all",5,6,5,3,3,"League of Legends","PC",20,"Fun",25,0,0,2,3,0,0,1,0,2,1,0,0,0,2,3,0,1,1,"Male",22,"Employed","High School","Germany","Germany","Multiplayer",4,22,"DEU","DEU"
1466,1,0,1,0,0,2,0,"Not difficult at all",2,2,1,4,1,"League of Legends","PC",35,"Fun",20,2,1,3,2,4,4,2,1,2,0,0,3,1,3,2,1,0,1,"Male",19,"Employed","Bachelors","UK","UK","Multiplayer",4,10,"GBR","GBR"
1467,0,0,0,0,0,0,0,"Not difficult at all",3,3,3,2,3,"League of Legends","PC",20,"Competition",8,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Male",21,"Student","High School","Netherlands","Netherlands","Multiplayer",0,14,"NLD","NLD"
1468,0,0,0,0,1,1,0,"Not difficult at all",6,7,6,5,4,"League of Legends","PC",10,"Fun",10,1,0,0,2,1,0,0,1,1,0,1,1,0,0,0,0,0,2,"Male",35,"Employed","Bachelors","Australia","Canada","Multiplayer",2,28,"CAN","AUS"
1470,0,0,1,0,0,1,0,"Not difficult at all",6,7,7,6,6,"League of Legends","PC",21,"Fun",12,2,1,2,3,0,3,4,3,3,2,4,0,0,4,4,0,3,2,"Male",18,"Student","High School","Chile","Chile","Multiplayer",2,32,"CHL","CHL"
1471,1,0,3,0,0,0,0,"Not difficult at all",1,1,4,1,1,"League of Legends","PC",5,"Fun",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Male",20,"Unemployed","High School","Sweden","Sweden","Multiplayer",4,8,"SWE","SWE"
1472,0,1,1,1,0,1,1,"Somewhat difficult",4,5,5,4,5,"Starcraft 2","PC",10,"Competition",20,0,0,1,1,2,1,0,2,1,0,0,0,0,0,1,0,1,1,"Male",23,"Student","High School","Finland","Finland","Multiplayer",5,23,"FIN","FIN"
1474,0,0,0,0,0,1,0,"Somewhat difficult",6,6,6,2,2,"League of Legends","PC",25,"Competition",20,0,0,0,3,0,1,2,1,0,0,0,0,0,0,0,0,0,1,"Male",21,"Employed","High School","USA","USA","Multiplayer",1,22,"USA","USA"
1475,2,1,1,2,1,1,1,"Somewhat difficult",3,4,4,2,2,"Other","PC",50,"Competition",0,0,1,1,0,1,1,1,1,2,0,3,0,1,1,1,0,1,3,"Male",21,"Student","High School","Canada","Canada","Multiplayer",9,15,"CAN","CAN"
1476,2,2,2,3,3,3,0,"Somewhat difficult",5,5,4,3,3,"League of Legends","PC",40,"Competition",10,0,0,2,3,1,2,3,3,3,2,2,1,0,3,1,0,0,4,"Male",22,"Unemployed","High School","Canada","Canada","Multiplayer",15,20,"CAN","CAN"
1477,1,0,0,0,1,2,0,"Somewhat difficult",2,5,6,5,2,"League of Legends","PC",10,"Competition",20,1,1,0,1,2,1,0,1,0,0,0,0,0,0,2,0,1,2,"Male",24,"Unemployed","Bachelors","USA","USA","Multiplayer",4,20,"USA","USA"
1478,2,1,2,3,3,0,0,"Somewhat difficult",5,4,6,4,5,"League of Legends","PC",40,"Fun",30,1,2,3,3,2,3,0,2,3,2,3,1,0,2,2,1,0,1,"Male",19,"Student","None","UK","UK","Multiplayer",11,24,"GBR","GBR"
1479,0,0,0,2,0,0,1,"Not difficult at all",2,5,5,4,3,"League of Legends","PC",5,"Competition",3,0,2,1,3,2,2,3,1,4,0,3,1,1,3,2,0,1,1,"Male",20,"Student","Bachelors","Spain","Spain","Multiplayer",3,19,"ESP","ESP"
1480,1,1,1,0,0,0,0,"Not difficult at all",6,6,7,6,6,"League of Legends","PC",10,"Competition",20,2,1,1,1,2,2,2,1,1,0,1,1,1,1,0,0,0,1,"Male",20,"Student","Bachelors","USA","USA","Multiplayer",3,31,"USA","USA"
1481,1,0,1,1,0,1,1,"Somewhat difficult",3,3,4,1,3,"League of Legends","PC",8,"Competition",14,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,3,"Male",23,"Student","Bachelors","Argentina","Argentina","Multiplayer",5,14,"ARG","ARG"
1482,0,0,0,0,0,1,0,"Not difficult at all",5,5,6,5,3,"Other","PC",10,"Fun",15,1,0,0,2,0,0,0,3,1,0,1,0,0,1,0,0,0,1,"Male",20,"Student","High School","Romania","Romania","Multiplayer",1,24,"ROU","ROU"
1483,1,1,1,1,0,1,0,"Somewhat difficult",5,5,5,5,3,"League of Legends","PC",10,"Competition",3,2,2,2,3,2,1,3,2,2,1,3,3,3,2,3,0,1,3,"Male",27,"Employed","High School","Portugal","Portugal","Multiplayer",5,23,"PRT","PRT"
1484,1,1,1,0,0,1,1,"Somewhat difficult",2,1,2,2,2,"League of Legends","PC",30,"Fun",5,1,0,1,1,0,1,3,2,0,0,1,1,0,0,3,0,1,1,"Male",24,"Employed","High School","Germany","Germany","Multiplayer",5,9,"DEU","DEU"
1485,3,3,3,3,2,1,3,"Extremely difficult",2,2,2,6,5,"League of Legends","PC",40,"Competition",20,0,2,0,1,1,0,0,1,0,1,1,2,0,0,2,0,0,4,"Male",25,"Student","Masters","Greece","USA","Multiplayer",18,17,"USA","GRC"
1486,0,0,1,0,0,0,0,"Not difficult at all",6,4,6,6,3,"Starcraft 2","PC",8,"Competition",3,0,1,0,0,0,0,0,0,2,0,1,0,0,2,1,2,1,2,"Male",25,"Student","Masters","Portugal","Belgium","Multiplayer",1,25,"BEL","PRT"
1487,0,2,2,2,0,2,3,"Somewhat difficult",2,3,2,3,4,"League of Legends","PC",20,"Fun",10,2,1,1,3,4,3,0,1,3,1,4,2,0,3,2,1,1,2,"Male",22,"Student","High School","USA","USA","Multiplayer",11,14,"USA","USA"
1488,0,1,1,0,0,0,1,"Somewhat difficult",3,6,6,4,5,"League of Legends","PC",22,"Fun",6,2,0,0,1,0,2,3,4,2,0,4,0,0,1,0,0,1,5,"Male",18,"Student","None","Poland","Poland","Multiplayer",3,24,"POL","POL"
1489,0,1,0,1,0,0,0,"Not difficult at all",3,3,3,2,2,"World of Warcraft","PC",15,"Competition",12,1,2,1,2,1,3,2,1,0,1,3,1,0,2,2,1,1,1,"Male",22,"Student","High School","Slovakia","Czech Republic","Singleplayer",2,13,"CZE","SVK"
1490,0,2,2,2,0,1,0,"Somewhat difficult",3,3,5,3,3,"League of Legends","PC",20,"Fun",20,1,2,1,3,1,0,0,0,3,0,3,0,0,0,0,0,0,3,"Male",24,"Student","Masters","Belgium","Belgium","Multiplayer",7,17,"BEL","BEL"
1491,1,0,0,1,0,2,0,"Not difficult at all",3,3,3,4,5,"League of Legends","PC",20,"Competition",8,1,2,1,0,3,2,2,3,0,0,0,0,0,0,0,1,0,4,"Male",32,"Employed","High School","USA","USA","Multiplayer",4,18,"USA","USA"
1492,2,1,1,1,1,2,1,"Somewhat difficult",2,5,2,1,1,"League of Legends","PC",7,"Competition",20,2,3,3,3,3,4,3,3,4,3,4,2,2,3,3,3,1,2,"Male",22,"Employed","High School","UK","UK","Multiplayer",9,11,"GBR","GBR"
1493,1,2,3,3,1,1,0,"Very difficult",2,3,3,1,1,"League of Legends","PC",40,"Competition",20,1,0,3,3,2,1,3,3,4,1,4,1,2,2,1,2,3,1,"Male",21,"Unemployed","High School","Germany","Germany","Multiplayer",11,10,"DEU","DEU"
1494,2,2,2,2,1,2,2,"Very difficult",5,5,4,5,3,"League of Legends","PC",40,"Competition",0,1,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,4,"Male",20,"Student","Bachelors","UK","UK","Multiplayer",13,22,"GBR","GBR"
1495,0,2,2,1,1,1,2,"Not difficult at all",4,5,4,3,3,"Hearthstone","PC",20,"Fun",20,0,0,2,3,0,0,0,1,1,2,3,0,0,1,0,0,0,2,"Male",26,"Student","Masters","Faroe Islands","Denmark","Multiplayer",9,19,"DNK","FRO"
1496,2,1,1,1,0,1,0,"Not difficult at all",5,5,6,5,4,"League of Legends","PC",15,"Competition",15,0,0,1,1,0,0,1,3,1,0,2,0,0,0,0,0,0,1,"Male",20,"Student","High School","Iceland","Iceland","Multiplayer",6,25,"ISL","ISL"
1497,1,0,0,1,0,0,0,"Somewhat difficult",5,5,5,4,3,"League of Legends","PC",6,"Fun",4,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,"Male",22,"Student","High School","Netherlands","Netherlands","Multiplayer",2,22,"NLD","NLD"
1498,2,2,2,2,2,2,1,"Somewhat difficult",3,4,2,2,2,"League of Legends","PC",20,"Fun",0,1,1,1,3,1,2,1,4,4,1,4,0,2,2,2,2,1,1,"Female",19,"Student","High School","USA","USA","Multiplayer",13,13,"USA","USA"
1499,0,0,1,1,3,1,0,"Not difficult at all",2,2,2,2,2,"Other","PC",21,"Fun",3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,"Male",23,"Student","High School","Germany","Germany","Singleplayer",6,10,"DEU","DEU"
1500,0,1,0,0,0,0,1,"Not difficult at all",5,7,7,6,6,"Other","PC",10,"Fun",15,1,0,0,2,0,1,0,0,1,3,3,0,0,1,0,0,0,4,"Male",24,"Student","High School","Austria","Austria","Multiplayer",2,31,"AUT","AUT"
1501,1,1,1,1,3,0,1,"Somewhat difficult",3,2,2,2,1,"League of Legends","PC",20,"Competition",10,1,3,2,0,3,2,0,0,0,0,1,3,0,1,2,0,2,1,"Male",22,"Employed","High School","Finland","Finland","Multiplayer",8,10,"FIN","FIN"
1502,0,0,0,0,0,0,0,"Not difficult at all",5,7,7,4,4,"Other","PC",45,"Fun",20,0,2,0,3,2,1,1,0,1,1,1,1,1,1,1,1,1,1,"Male",20,"Student","High School","Sweden","Sweden","Multiplayer",0,27,"SWE","SWE"
1503,1,0,0,0,0,0,0,"Not difficult at all",2,3,2,2,5,"League of Legends","PC",22,"Fun",3,1,3,3,3,1,3,1,3,3,2,3,0,0,1,2,2,2,1,"Male",27,"Unemployed","Masters","Portugal","Portugal","Multiplayer",1,14,"PRT","PRT"
1504,1,1,1,1,0,0,1,"Not difficult at all",4,6,6,2,1,"League of Legends","PC",20,"Competition",5,2,0,1,2,1,2,1,0,1,0,0,0,0,0,0,2,0,2,"Male",26,"Employed","Bachelors","USA","USA","Multiplayer",5,19,"USA","USA"
1505,0,1,1,1,0,0,1,"Not difficult at all",3,3,4,3,3,"League of Legends","PC",25,"Competition",10,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,"Male",19,"Student","None","Germany","Germany","Multiplayer",4,16,"DEU","DEU"
1506,0,0,0,0,0,0,0,"Unspecified",3,6,4,5,3,"League of Legends","PC",15,"Competition",5,1,3,1,3,1,2,2,0,1,2,3,0,0,0,3,0,0,1,"Male",19,"Student","High School","Colombia","Canada","Multiplayer",0,21,"CAN","COL"
1507,1,1,1,0,1,0,1,"Not difficult at all",2,2,3,3,3,"Other","PC",30,"Competition",30,2,2,4,4,4,4,4,4,4,4,4,2,2,4,4,0,4,4,"Male",24,"Student","Bachelors","USA","USA","Singleplayer",5,13,"USA","USA"
1508,0,0,0,0,0,0,0,"Not difficult at all",5,5,5,6,3,"League of Legends","PC",12,"Competition",20,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,3,"Male",19,"Student","Bachelors","Canada","Canada","Multiplayer",0,24,"CAN","CAN"
1509,0,0,1,0,1,0,2,"Not difficult at all",4,1,1,1,1,"League of Legends","PC",20,"Competition",70,4,1,3,2,0,2,0,4,4,0,4,0,0,2,0,2,2,4,"Male",18,"Student","High School","Syria","Sweden","Multiplayer",4,8,"SWE","SYR"
1510,1,0,1,0,0,1,0,"Not difficult at all",4,6,5,5,6,"League of Legends","PC",15,"Competition",3,3,1,1,2,0,0,0,1,1,1,0,1,2,0,0,2,1,3,"Male",20,"Student","Bachelors","USA","USA","Multiplayer",3,26,"USA","USA"
1511,1,2,2,3,3,3,2,"Somewhat difficult",1,2,2,2,2,"League of Legends","PC",20,"Competition",8,1,2,0,1,3,3,2,1,1,2,3,3,0,4,4,2,2,2,"Male",22,"Employed","High School","UK","UK","Multiplayer",16,9,"GBR","GBR"
1512,1,1,3,1,2,3,3,"Very difficult",1,1,1,2,1,"League of Legends","PC",10,"Competition",10,2,3,4,4,3,4,4,4,4,2,4,4,3,4,4,3,4,4,"Male",20,"Employed","Bachelors","Brazil","Brazil","Multiplayer",14,6,"BRA","BRA"
1513,0,0,0,0,1,1,0,"Not difficult at all",2,4,4,5,3,"Other","PC",24,"Competition",10,0,2,1,4,1,1,1,0,2,0,3,0,0,1,1,0,0,1,"Male",20,"Student","High School","Australia","Australia","Multiplayer",2,18,"AUS","AUS"
1514,1,1,2,2,0,0,0,"Very difficult",1,1,2,2,3,"League of Legends","PC",21,"Fun",8,2,1,1,1,2,1,0,1,2,1,0,2,0,1,1,2,1,3,"Male",28,"Student","Masters","France","France","Multiplayer",6,9,"FRA","FRA"
1515,1,0,1,2,1,0,1,"Somewhat difficult",5,4,6,3,3,"League of Legends","PC",10,"Fun",2,1,3,3,2,2,3,3,2,2,3,3,1,1,3,3,1,3,1,"Male",18,"Student","None","USA","USA","Multiplayer",6,21,"USA","USA"
1516,0,0,0,0,0,0,0,"Not difficult at all",4,6,6,2,1,"League of Legends","PC",60,"Competition",20,2,2,4,0,0,0,4,4,2,0,0,0,0,0,0,0,0,3,"Male",18,"Employed","None","UK","UK","Multiplayer",0,19,"GBR","GBR"
1517,0,0,0,1,0,1,0,"Not difficult at all",5,6,5,6,4,"League of Legends","PC",20,"Fun",3,1,0,1,2,3,1,1,3,3,2,1,2,2,1,0,1,0,3,"Male",20,"Student","High School","Germany","Germany","Multiplayer",2,26,"DEU","DEU"
1518,3,1,2,0,0,0,0,"Extremely difficult",1,1,1,1,1,"League of Legends","PC",10,"Fun",15,0,1,2,4,1,2,1,4,4,3,2,0,1,2,1,3,1,1,"Male",24,"Unemployed","High School","UK","UK","Multiplayer",6,5,"GBR","GBR"
1519,0,0,1,1,0,0,0,"Not difficult at all",5,5,6,3,3,"League of Legends","PC",15,"Fun",2,1,1,3,3,1,2,0,4,2,0,1,0,0,1,1,0,0,2,"Male",20,"Student","High School","USA","USA","Multiplayer",2,22,"USA","USA"
1520,0,0,0,1,1,2,0,"Not difficult at all",2,3,2,1,2,"League of Legends","PC",18,"Competition",12,1,0,2,3,4,0,3,4,0,2,0,2,1,2,0,0,2,5,"Male",19,"Student","High School","Germany","Germany","Multiplayer",4,10,"DEU","DEU"
1521,1,1,1,3,1,2,1,"Somewhat difficult",3,3,2,2,1,"League of Legends","PC",30,"Competition",3,3,3,4,4,1,2,0,3,4,3,1,0,1,3,2,1,2,3,"Male",26,"Employed","High School","USA","USA","Multiplayer",10,11,"USA","USA"
1522,1,0,0,0,0,0,0,"Not difficult at all",4,6,7,5,7,"League of Legends","PC",21,"Competition",13,0,3,2,2,0,2,3,4,2,1,3,0,0,0,1,0,1,2,"Male",24,"Student","High School","Sweden","Sweden","Multiplayer",1,29,"SWE","SWE"
1524,0,1,1,0,0,0,1,"Not difficult at all",2,5,2,2,1,"League of Legends","PC",25,"Competition",0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,1,0,0,2,"Male",19,"Employed","High School","Germany","Germany","Multiplayer",3,12,"DEU","DEU"
1526,1,1,0,3,1,2,1,"Very difficult",1,1,2,2,2,"League of Legends","PC",20,"Competition",15,0,0,2,1,0,2,2,3,3,0,1,0,0,1,0,0,0,3,"Male",20,"Unemployed","Bachelors","France","France","Multiplayer",9,8,"FRA","FRA"
1527,2,2,2,1,1,3,1,"Somewhat difficult",7,7,7,7,7,"Starcraft 2","PC",15,"Fun",20,2,1,2,3,1,2,3,0,1,2,4,1,2,2,1,2,2,1,"Male",18,"Student","High School","UK","UK","Multiplayer",12,35,"GBR","GBR"
1528,0,0,0,0,0,1,0,"Not difficult at all",6,7,7,7,6,"League of Legends","PC",20,"Competition",30,0,1,1,3,2,1,2,2,1,1,1,1,0,2,2,0,1,2,"Male",29,"Employed","Bachelors","USA","USA","Multiplayer",1,33,"USA","USA"
1529,1,1,1,0,2,0,1,"Not difficult at all",4,4,4,4,6,"World of Warcraft","PC",20,"Competition",4,0,0,1,3,0,3,1,3,3,1,3,0,1,2,2,1,2,3,"Male",18,"Student","High School","Bangladesh","Bangladesh","Multiplayer",6,22,"BGD","BGD"
1530,1,0,1,1,0,1,0,"Not difficult at all",5,4,6,3,5,"Counter Strike","PC",21,"Fun",30,1,1,0,2,0,1,0,1,3,1,0,0,1,1,1,0,0,4,"Male",18,"Student","None","Germany","Germany","Multiplayer",4,23,"DEU","DEU"
1531,1,0,1,0,0,1,0,"Somewhat difficult",1,2,1,1,1,"League of Legends","PC",14,"Competition",6,0,1,1,1,2,1,0,0,0,1,3,0,0,3,4,0,3,2,"Male",19,"Employed","High School","USA","USA","Multiplayer",3,6,"USA","USA"
1532,1,0,1,0,0,0,0,"Somewhat difficult",5,5,5,4,2,"League of Legends","PC",25,"Fun",10,0,0,0,2,0,1,0,0,3,1,4,0,0,0,0,1,1,1,"Male",21,"Student","Bachelors","Canada","Canada","Multiplayer",2,21,"CAN","CAN"
1533,0,1,1,0,1,2,0,"Not difficult at all",2,5,5,2,6,"League of Legends","PC",20,"Competition",20,2,3,2,1,3,3,0,0,2,0,2,3,0,0,2,0,2,1,"Male",18,"Student","High School","Netherlands","Netherlands","Multiplayer",5,20,"NLD","NLD"
1534,0,0,1,1,0,1,0,"Somewhat difficult",5,5,4,5,3,"League of Legends","PC",15,"Fun",2,1,1,1,1,2,1,0,1,0,0,1,0,0,1,1,0,1,2,"Male",23,"Employed","Bachelors","Norway","Norway","Multiplayer",3,22,"NOR","NOR"
1535,1,0,2,2,0,0,2,"Very difficult",2,3,2,5,1,"League of Legends","PC",20,"Fun",5,2,3,1,2,3,4,3,1,1,2,4,1,2,3,4,1,3,2,"Male",20,"Student","High School","France","France","Singleplayer",7,13,"FRA","FRA"
1536,0,0,0,0,0,0,0,"Unspecified",5,5,5,4,7,"League of Legends","PC",25,"Competition",6,0,1,0,1,0,0,1,2,0,2,2,0,0,0,1,0,1,3,"Male",20,"Student","High School","Australia","Australia","Singleplayer",0,26,"AUS","AUS"
1537,2,2,2,2,0,0,2,"Very difficult",2,3,2,2,1,"League of Legends","PC",21,"Competition",0,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,"Male",22,"Student","High School","France","Canada","Multiplayer",10,10,"CAN","FRA"
1538,0,0,0,0,0,0,0,"Unspecified",3,3,4,3,2,"League of Legends","PC",10,"Fun",10,1,0,0,2,0,0,0,0,1,0,1,0,0,0,2,1,1,1,"Male",25,"Student","Bachelors","Sweden","Sweden","Multiplayer",0,15,"SWE","SWE"
1539,1,0,0,0,1,0,1,"Very difficult",5,5,6,6,2,"League of Legends","PC",35,"Fun",10,1,2,2,2,3,1,0,2,4,0,2,0,0,1,1,0,0,1,"Male",23,"Student","High School","Chile","Chile","Multiplayer",3,24,"CHL","CHL"
1540,0,0,0,0,0,0,0,"Not difficult at all",1,3,1,1,1,"League of Legends","PC",30,"Competition",10,1,0,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,2,"Male",20,"Student","High School","Philippines","Canada","Multiplayer",0,7,"CAN","PHL"
1541,3,3,3,3,3,3,3,"Extremely difficult",1,6,1,1,1,"League of Legends","PC",24,"Fun",12,0,3,0,4,1,2,2,4,4,0,3,1,0,1,1,0,0,2,"Male",20,"Student","High School","USA","USA","Multiplayer",21,10,"USA","USA"
1542,3,3,3,3,0,2,0,"Somewhat difficult",1,3,1,1,1,"League of Legends","PC",20,"Competition",5,1,2,0,3,2,4,0,0,2,1,0,2,2,2,1,0,0,1,"Male",28,"Unemployed","None","Portugal","Portugal","Multiplayer",14,7,"PRT","PRT"
1543,0,1,3,1,0,3,3,"Extremely difficult",2,5,5,2,1,"League of Legends","PC",50,"Fun",60,2,2,4,4,4,4,4,4,4,4,4,4,3,4,4,2,3,1,"Male",20,"Employed","None","Chile","Chile","Multiplayer",11,15,"CHL","CHL"
1544,0,1,1,2,1,0,0,"Not difficult at all",3,6,3,3,2,"League of Legends","PC",30,"Competition",6,1,2,3,4,3,4,4,4,2,3,3,1,0,3,2,1,0,2,"Male",19,"Student","Bachelors","Spain","Spain","Multiplayer",5,17,"ESP","ESP"
1545,0,0,0,0,0,1,0,"Somewhat difficult",6,6,6,6,7,"League of Legends","PC",10,"Competition",15,0,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,4,"Female",25,"Employed","Bachelors","USA","USA","Multiplayer",1,31,"USA","USA"
1546,1,0,1,0,0,1,0,"Not difficult at all",6,6,6,6,3,"Starcraft 2","PC",18,"Fun",14,0,1,0,1,0,0,0,0,3,0,3,0,0,2,1,0,1,2,"Male",21,"Student","High School","UK","Malta","Multiplayer",3,27,"MLT","GBR"
1547,3,1,1,2,2,2,2,"Somewhat difficult",4,5,4,4,3,"League of Legends","PC",15,"Competition",5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,"Male",21,"Student","Bachelors","Greece","Greece","Multiplayer",13,20,"GRC","GRC"
